LOGIN,PERSON_BUSINESS_TITLE,PERSON_BUSINESS_TITLE_DETAIL,PERSON_COMPANY,PERSON_DEPTNAME,PERSON_JOB_CODE,PERSON_JOB_FAMILY,PERSON_LOCATION,PERSON_MGR_ID,PERSON_ROLLUP_1,PERSON_ROLLUP_2,PERSON_ROLLUP_3
70782,70784,8,33290,35835,33431,37073,6,70783,33316,33385,33317
70778,37107,8,33290,33549,9,33526,6,54332,33521,34787,33523
70774,33616,8,33290,33593,9,33461,6,70775,33416,33529,33418
70758,70759,33777,33290,33775,33345,34577,6,34218,33283,33323,33285
70752,70753,8,33290,36547,33431,33347,6,36546,33347,34597,33502
70740,7,8,33296,33553,9,11,6,55935,2,3,4
70697,40144,8,33455,33453,33326,11,6,46567,2,3,4
70675,36940,8,33290,35835,9,33863,6,61673,33316,33385,33317
70647,34390,8,33313,33438,33309,11,6,34796,2,3,4
70618,33336,8,33276,33438,33275,11,6,35268,2,3,4
70611,33518,8,33290,33621,33289,33430,6,39200,33426,33621,33428
70564,70565,8,33290,35398,33431,37073,6,35397,33426,33675,33428
70548,49848,8,33290,35159,33431,33526,6,48206,33521,35659,33523
70545,37005,8,33290,33993,33289,37006,6,37004,33416,33689,33418
70542,70543,8,34474,34472,33431,33461,6,46032,33299,34471,33301
70505,33336,8,33455,33307,33275,11,6,35460,2,3,4
70488,37592,8,33408,33966,33289,33370,6,33965,2,33365,4
70471,35274,8,34474,39521,33289,35276,6,39520,33299,34471,33301
70415,70416,8,33290,35212,33345,33347,6,40070,33347,37549,33502
70370,47917,8,33408,34673,33309,33370,6,34672,33316,34256,33317
70369,33518,8,33290,36015,9,33430,6,36502,33283,35543,33285
70365,33518,8,33290,36015,9,33430,6,36502,33283,35543,33285
70345,70346,8,33290,36151,33326,33291,6,36149,33283,36150,33285
70317,33336,8,33276,33279,33275,11,6,33913,2,3,4
70251,43316,8,33290,33497,9,33291,6,55218,33283,33323,33285
70231,40046,8,33290,40045,33326,33347,6,70232,33347,36118,33502
70228,33308,8,33313,33307,33309,11,6,33979,2,3,4
70224,40437,8,33290,35207,33289,33526,6,40436,33521,34787,33523
70213,70214,8,33290,34047,33289,34046,6,36254,34046,34047,34048
70146,40547,8,33388,35491,33345,33362,6,44717,33316,34256,33317
70122,33518,8,33290,34793,33289,33430,6,41894,33299,33601,33301
70109,44503,8,33290,33448,33326,33430,6,39451,33283,33447,33285
70105,70106,8,33290,41291,34576,38255,6,46521,33339,36136,33341
70074,33622,8,33290,33517,9,33604,6,36397,33357,33458,33359
70054,70055,8,33290,34251,33431,33430,6,47328,2,33730,4
70040,70041,8,33290,33667,9,33291,6,33990,33283,33666,33285
70037,70038,8,33290,34979,9,33526,6,36680,33521,34979,33523
69984,38144,8,33290,36015,33289,33430,6,43596,33283,35543,33285
69945,69946,8,33290,33524,33431,33526,6,67076,33521,33522,33523
69938,69939,8,33290,34573,33345,34577,6,42121,33283,34572,33285
69931,33691,8,33290,35398,9,33430,6,52950,33426,33675,33428
69928,69929,8,33290,33286,33289,33833,6,46536,33283,33284,33285
69920,69921,8,33844,35260,9,33595,6,35259,33426,33927,33428
69901,66760,8,33296,33438,33309,11,6,34324,2,3,4
69868,33770,8,33290,33769,33289,33347,6,33767,2,33768,4
69858,59905,33344,33346,33598,33431,33430,6,45293,33339,33895,33341
69854,33947,8,33290,35454,9,33430,6,35748,33426,35335,33428
69851,69852,8,33904,34063,9,38385,6,46369,2,34012,4
69846,37560,8,33408,33366,33309,33370,6,35736,2,33365,4
69842,33518,33777,33290,34793,33289,33430,6,39867,33299,33601,33301
69836,58609,8,33313,33467,33431,11,6,50117,2,3,4
69811,36231,8,33290,34353,33326,33430,6,36631,33316,34024,33317
69784,39952,8,33290,33545,33268,33270,6,39951,33521,33544,33523
69783,38144,8,33290,36505,9,33430,6,37577,33416,33689,33418
69776,69777,8,33904,34063,33431,35134,6,46369,2,34012,4
69742,33413,8,33369,33406,33309,33370,6,33611,2,33365,4
69741,36431,8,33290,33524,33289,33526,6,67076,33521,33522,33523
69734,33518,8,33290,37037,9,33430,6,51996,33416,33529,33418
69729,33336,8,33313,33279,33275,11,6,35828,2,3,4
69724,53565,8,33290,40460,33431,34539,6,68846,33299,36226,33301
69715,33604,8,33290,35768,33326,33863,6,36893,33316,33385,33317
69712,69713,8,33290,33866,34576,34613,6,37093,33299,33866,33301
69708,33336,8,33313,33279,33275,11,6,35081,2,3,4
69695,47169,8,33290,36667,9,33430,6,39054,33339,34566,33341
69667,33622,8,33290,34752,33431,33604,6,37653,33299,34471,33301
69622,45728,8,33290,42582,33326,38385,6,33520,33316,42581,33317
69613,69614,8,33290,35374,9,37073,6,47837,33426,33675,33428
69612,49217,8,33290,37662,33326,33604,6,51435,33299,33790,33301
69579,36521,8,33290,35228,9,33291,6,43156,33283,35227,33285
69509,36249,8,33290,34793,9,33430,6,42345,33299,33601,33301
69505,69506,8,33276,41371,33326,11,6,41370,2,34181,4
69491,33518,33344,33346,33598,9,33430,6,33597,33339,33895,33341
69480,69481,8,33290,36928,33431,33526,6,43804,33521,36927,33523
69476,50861,8,34210,33366,33289,33370,6,41662,33416,34207,33418
69451,33622,8,33290,35454,33431,33604,6,48843,33426,35335,33428
69409,33449,8,33290,33448,33289,33450,6,33446,33283,33447,33285
69401,33308,8,33276,33307,33309,11,6,33435,2,3,4
69396,61786,8,33422,33419,33345,33423,6,37392,33416,33417,33418
69385,54002,8,33290,40460,33431,34539,6,40459,33299,36226,33301
69367,33694,8,33276,33438,33309,11,6,38660,2,3,4
69362,69363,8,33290,33429,33431,33430,6,58386,33426,33427,33428
69354,69355,8,33290,34597,33289,33347,6,41546,33347,34597,33502
69341,69342,8,33904,33902,33345,33430,6,46926,2,33730,4
69337,69338,8,33290,33667,9,33291,6,33990,33283,33666,33285
69330,36940,8,33290,35835,33289,33863,6,42844,33316,33385,33317
69277,47169,8,33290,36696,33431,33430,6,69278,33299,33790,33301
69254,69255,8,33290,36928,9,33526,6,51509,33521,36927,33523
69252,53393,8,33290,37667,33289,33657,6,37666,33299,33395,33301
69251,33518,8,33290,34398,9,33430,6,34841,33299,34397,33301
69241,33518,8,33290,44155,9,33430,6,48514,33283,33447,33285
69239,34382,8,33290,34381,33431,34780,6,47902,33283,33584,33285
69237,33518,8,33290,34251,9,33430,6,37166,2,33730,4
69191,69192,8,33290,33530,33326,33461,6,43490,33416,33529,33418
69155,33518,8,33290,35132,9,33430,6,65843,33283,33447,33285
69128,38434,8,33320,33318,33289,33657,6,46900,33316,33385,33317
69116,7,8,33313,39297,9,11,6,52980,2,3,4
69088,39817,8,33904,37424,9,35276,6,37423,2,3,4
69078,69079,8,33369,37667,33431,33657,6,46365,33299,33395,33301
69077,34226,8,33290,33545,33268,33270,6,33543,33521,33544,33523
69073,46238,8,33290,34047,33289,34046,6,36254,34046,34047,34048
69063,33518,35217,35218,35215,33431,33430,6,43236,33339,35215,33341
69004,38320,8,33290,33386,33289,33657,6,33401,33316,33385,33317
68983,33336,8,33313,33279,33275,11,6,34104,2,3,4
68966,68967,8,33290,34535,9,34553,6,43735,33283,33447,33285
68918,68919,8,34999,33318,33326,33863,6,38127,33316,33385,33317
68915,68916,8,33290,33549,33289,33526,6,43909,33521,34787,33523
68901,68902,8,33290,33667,33431,33461,6,39095,33283,33666,33285
68874,34918,8,33296,34917,33431,11,6,39512,2,3,4
68873,33622,8,33290,37667,9,33604,6,46365,33299,33395,33301
68860,68861,8,33290,36151,9,33291,6,36149,33283,36150,33285
68848,68849,8,33290,62367,37826,68850,6,36568,33521,62366,33523
68845,53565,8,33290,36226,9,34539,6,68846,33299,36226,33301
68843,35375,8,33290,35374,9,33450,6,35373,33426,33675,33428
68797,43407,8,33296,33279,33309,11,6,33508,2,3,4
68776,40709,8,33290,36928,33326,33526,6,49686,33521,36927,33523
68746,37592,8,33408,34673,33289,33370,6,34672,33316,34256,33317
68742,33694,8,33313,33541,33309,11,6,36433,2,3,4
68729,41084,8,35275,37043,33326,33423,6,37294,33339,35884,33341
68709,68710,33777,33290,36151,33289,33291,6,36149,33283,36150,33285
68701,34557,8,33290,34891,33431,33430,6,37470,33299,33790,33301
68692,39516,8,33904,33902,33431,33604,6,34250,2,33730,4
68667,35656,8,33290,33549,33309,33526,6,37900,33521,34787,33523
68643,68644,8,33276,33568,33431,33526,6,60574,2,34012,4
68626,68627,8,33290,34862,33326,33526,6,38229,33521,34861,33523
68618,33518,8,33290,33429,9,33430,6,51936,33426,33427,33428
68601,68602,8,33290,34163,34576,38255,6,37207,33357,33458,33359
68596,33336,8,33313,33279,33275,11,6,34893,2,3,4
68581,68582,33751,33290,33667,9,33291,6,65858,33283,33666,33285
68573,7,8,33313,33467,33289,11,6,36046,2,3,4
68559,68560,8,33290,35228,9,33461,6,50709,33283,35227,33285
68539,34727,8,33313,33307,33309,11,6,34907,2,3,4
68517,68518,8,33904,41371,33326,11,6,38965,2,34181,4
68502,35231,8,33290,33549,33309,33526,6,37900,33521,34787,33523
68485,68486,8,33296,33553,33268,33270,6,36897,2,33265,4
68480,68481,8,10,5,33431,11,6,47310,2,3,4
68477,34390,8,33455,33438,33309,11,6,38443,2,3,4
68463,33336,8,33313,33279,33275,11,6,35081,2,3,4
68457,68458,8,33290,38008,34576,34577,6,34571,33283,40641,33285
68437,68438,8,33290,33690,33345,33430,6,43073,33416,33689,33418
68434,7,8,33313,33467,9,11,6,39753,2,3,4
68408,68410,8,33290,33549,33309,33526,6,68409,33521,34787,33523
68394,68395,8,33313,33279,33275,11,6,35058,2,3,4
68375,68376,35217,35218,35215,33431,33430,6,43236,33339,35215,33341
68365,68366,8,33290,43529,33345,33347,6,48371,33347,43529,33502
68353,33518,35217,35218,35215,9,33430,6,44928,33339,35215,33341
68332,33691,8,33290,39065,33289,33430,6,39064,33316,34024,33317
68321,33336,8,33296,33279,33275,11,6,33745,2,3,4
68313,40924,8,33290,34483,33326,33430,6,39314,33283,34411,33285
68283,36940,8,33290,42268,9,33863,6,49288,33299,33395,33301
68278,68279,8,33290,34793,33431,33604,6,34792,33299,33601,33301
68274,38479,33288,33290,33667,33431,34780,6,38301,33283,33666,33285
68273,33622,8,33290,34752,9,33604,6,37653,33299,34471,33301
68270,68271,8,33290,36490,33345,33430,6,37417,33283,33284,33285
68268,51741,8,33290,35018,33289,33347,6,49802,33347,35017,33502
68233,7,8,33313,33467,33289,11,6,44864,2,3,4
68214,33770,8,33290,33769,33289,33347,6,33767,2,33768,4
68211,53178,8,33290,41728,9,35276,6,43864,33426,33853,33428
68200,7,8,33455,33453,9,11,6,66264,2,3,4
68185,36296,8,33290,34573,33289,33291,6,36295,33283,34572,33285
68166,54893,8,35275,35273,9,35276,6,35271,33339,35272,33341
68136,42384,8,33290,33775,33289,34780,6,36343,33283,33323,33285
68119,68120,8,33290,35159,33326,33526,6,44272,33521,35659,33523
68103,38175,8,10,33438,33289,33678,6,38174,2,3,4
68071,41127,8,33276,38594,33326,33423,6,41126,2,3,4
68066,33489,8,33313,33307,33275,11,6,33575,2,3,4
68019,68020,8,33290,34862,9,33526,6,50920,33521,34861,33523
68010,33518,8,33904,34251,9,33430,6,37166,2,33730,4
68005,68006,8,33296,33307,33309,11,6,37836,2,3,4
67916,34936,8,33290,41541,33431,33712,6,67917,33316,37824,33317
67914,35274,33288,33290,33286,9,35276,6,37683,33283,33284,33285
67910,42050,33751,33290,33667,9,33291,6,39095,33283,33666,33285
67886,67887,8,33290,34597,33289,33347,6,40659,33347,34597,33502
67872,67873,37369,33290,33690,9,33450,6,43935,33416,33689,33418
67818,67819,8,33290,35551,33431,34780,6,48048,33283,33584,33285
67812,67813,8,33290,33517,33326,33430,6,44900,33357,33458,33359
67811,33489,8,33313,33279,33275,11,6,35022,2,3,4
67808,36877,8,33290,42245,33431,33430,6,37919,2,33730,4
67778,48781,8,33290,35374,33431,33430,6,48862,33426,33675,33428
67686,40380,8,33290,35336,33326,33461,6,67687,33426,35335,33428
67667,67669,8,33408,41139,33289,33347,6,67668,2,33768,4
67666,33933,8,33369,33366,33309,33370,6,36470,2,33365,4
67631,35165,8,33290,33568,33431,33526,6,67632,2,34012,4
67611,67612,8,33290,36547,33345,33347,6,37867,33347,34597,33502
67600,33336,8,33276,33307,33275,11,6,34285,2,3,4
67577,34918,8,33313,35285,33431,11,6,44949,2,3,4
67574,33308,8,33296,33438,33309,11,6,34324,2,3,4
67543,50710,8,33290,35228,33289,35276,6,50709,33283,35227,33285
67481,33478,36228,33290,36355,33431,33430,6,36354,33416,33689,33418
67459,33518,8,33290,33812,33431,33430,6,45978,33299,33601,33301
67445,67446,8,35275,37043,34576,59225,6,46521,33339,35884,33341
67416,33694,8,33313,33307,33309,11,6,36433,2,3,4
67413,33336,8,33276,33541,33275,11,6,33913,2,3,4
67383,33518,8,33290,34465,9,33430,6,34464,33283,34432,33285
67369,37005,8,33290,33993,33289,37006,6,37004,33416,33689,33418
67358,33518,8,33290,34752,33289,33430,6,37888,33299,34471,33301
67341,42928,36228,33290,34412,33289,33291,6,42927,33283,34411,33285
67325,33518,8,33290,34251,9,33430,6,37166,2,33730,4
67317,33489,8,33313,33273,33275,11,6,34349,2,3,4
67308,33559,8,33269,33266,33268,33270,6,34964,2,33265,4
67249,35120,8,33313,34200,33289,33657,6,42144,2,33730,4
67242,33486,8,33276,33485,33431,11,6,33484,2,3,4
67236,46230,40163,33290,38008,9,33291,6,46229,33283,40641,33285
67232,33622,8,33290,36556,9,33930,6,40891,33426,33927,33428
67225,33518,8,33290,34025,9,33430,6,35307,33316,34024,33317
67215,67216,8,33976,38398,9,33863,6,42174,33283,33975,33285
67213,67214,8,33290,33549,33289,33526,6,33548,33521,34787,33523
67191,67192,36662,33290,33470,33345,33461,6,37417,33283,33284,33285
67176,33518,8,33290,35920,9,33430,6,44011,2,33365,4
67106,33336,8,33313,33307,33275,11,6,33335,2,3,4
67105,33862,8,33290,34480,33289,33863,6,42358,33316,34024,33317
67073,33333,8,33313,33467,33268,33270,6,38427,2,33265,4
67071,67072,8,33290,33861,33431,33657,6,42704,33299,33395,33301
67070,58706,8,33844,36556,33309,33930,6,36006,33426,33927,33428
67058,67059,8,33290,34319,33326,33526,6,35012,33521,35013,33523
67051,67052,8,33408,33366,33309,33370,6,37695,2,33365,4
67041,33336,8,33455,33279,33275,11,6,35054,2,3,4
67009,45180,34912,34913,34910,33431,34780,6,44392,33283,33284,33285
66985,33518,8,33290,33866,9,33430,6,66986,33299,33866,33301
66975,66976,33584,33290,34381,9,33423,6,35774,33283,33584,33285
66958,66959,8,33290,33497,33431,34780,6,33322,33283,33323,33285
66939,36521,8,33290,34412,9,33291,6,43985,33283,34411,33285
66925,36929,8,33290,36730,33431,33526,6,39175,33521,38331,33523
66921,40783,8,33296,36385,33289,33657,6,41343,2,33730,4
66906,33677,8,33290,34041,33309,33678,6,38056,33426,33675,33428
66883,33336,8,33296,33279,33275,11,6,34588,2,3,4
66863,66864,34005,33290,38636,33326,34577,6,40923,33283,33323,33285
66851,66852,8,33290,33549,33289,33526,6,45998,33521,34787,33523
66847,66848,8,33290,36088,33431,33526,6,36993,33521,36087,33523
66798,33829,54177,33290,34480,33345,33430,6,38253,33316,34024,33317
66782,38320,8,33290,33386,33289,33657,6,36672,33316,33385,33317
66772,46134,8,33296,43529,33431,33347,6,39030,33347,43529,33502
66761,60396,8,33290,33866,9,33430,6,55128,33299,33866,33301
66756,34970,8,33455,33769,33431,33347,6,40411,2,33768,4
66742,33622,8,33290,33936,9,33604,6,38643,33283,33447,33285
66646,66647,8,33290,38508,33326,33430,6,51449,33339,35272,33341
66643,33691,8,33290,37199,33431,33430,6,38848,33316,34024,33317
66629,52801,8,33290,40011,33326,33291,6,40923,33283,33323,33285
66575,40144,8,33313,33467,33326,11,6,35245,2,3,4
66560,66561,8,33290,33676,33289,33678,6,33674,33426,33675,33428
66523,33947,8,33290,34182,9,33430,6,44622,2,34181,4
66509,66510,8,33290,33459,33326,33461,6,41986,33357,33458,33359
66484,66485,8,33388,35491,33431,33362,6,35490,33316,34256,33317
66476,64359,8,33408,37239,9,38385,6,44554,2,33365,4
66401,33489,8,33296,33438,33275,11,6,34324,2,3,4
66392,35556,8,33844,33928,33309,33930,6,35555,33426,33927,33428
66386,54549,8,33296,33375,33326,11,6,36572,2,3,4
66381,33518,8,33290,36641,9,33430,6,40608,33283,34432,33285
66378,66380,8,33290,37995,33431,33461,6,66379,33357,37994,33359
66374,57036,8,33290,37490,9,33430,6,38077,33299,33395,33301
66357,33413,8,33369,33406,33309,33370,6,34098,2,33365,4
66350,33308,8,33296,33279,33309,11,6,33745,2,3,4
66338,40547,8,33844,33854,33345,33362,6,35466,33426,33853,33428
66327,49619,8,33290,33602,9,33863,6,48223,33299,33601,33301
66290,35162,8,33369,33366,33289,33370,6,36953,2,33365,4
66260,41957,8,33408,33366,33309,33370,6,35122,2,33365,4
66255,66256,8,33290,35112,33431,37073,6,35705,33416,33529,33418
66207,61722,8,33290,42268,9,33863,6,42267,33299,33395,33301
66205,66206,34005,33290,38636,33431,33461,6,40090,33283,33323,33285
66186,33336,8,33276,33273,33275,11,6,34148,2,3,4
66180,43933,8,33290,34793,33431,33430,6,66181,33299,33601,33301
66179,34390,8,33276,33438,33309,11,6,35593,2,3,4
66175,33518,8,33290,33690,9,33430,6,36918,33416,33689,33418
66168,51616,8,33290,35475,33326,35477,6,50418,33357,35474,33359
66109,35162,8,33408,33366,33289,33370,6,41077,2,33365,4
66099,66100,8,33290,39341,33431,33461,6,40728,33283,36494,33285
66076,66077,8,33290,34862,9,33526,6,42545,33521,34861,33523
66060,34936,35217,35218,35215,9,33712,6,61010,33339,35215,33341
66025,66026,8,33290,35972,33431,35276,6,53149,33416,35971,33418
66007,40144,8,33269,33266,33326,11,6,45865,2,3,4
66000,66001,34912,34913,34910,33326,33461,6,37417,33283,33284,33285
65972,65973,40163,33290,38008,33431,33291,6,50680,33283,40641,33285
65950,65951,8,33290,33775,33431,33291,6,33322,33283,33323,33285
65933,51095,8,33290,36667,9,35276,6,49649,33339,34566,33341
65917,65918,8,33904,36213,33326,33423,6,39371,2,34181,4
65902,7,8,33455,33453,9,11,6,65235,2,3,4
65897,65898,8,33290,42268,33431,33863,6,49288,33299,33395,33301
65895,33691,8,33290,33936,9,33430,6,37643,33283,33447,33285
65828,44503,8,33290,38508,33326,33430,6,51449,33339,35272,33341
65824,65825,8,33313,33438,33309,11,6,39698,2,3,4
65812,42884,8,33313,33438,33289,33526,6,42883,2,3,4
65787,33691,8,33290,35926,33431,33430,6,44738,33339,34566,33341
65772,65773,8,33313,33568,33289,11,6,42378,2,3,4
65766,65767,8,33290,49910,34576,34613,6,34239,33416,33529,33418
65760,33622,8,33290,33840,33326,33604,6,65761,33299,33395,33301
65758,36978,8,33290,39452,33431,33604,6,56357,33283,33447,33285
65742,65743,8,33455,33438,33309,11,6,34114,2,3,4
65664,33333,8,33290,33545,33268,33270,6,35902,33521,33544,33523
65660,33518,8,33290,34752,9,33430,6,38356,33299,34471,33301
65655,33862,8,33290,35835,9,33863,6,43289,33316,33385,33317
65649,41957,8,33408,33366,33309,33370,6,35122,2,33365,4
65642,65643,8,33290,33902,9,33430,6,41447,2,33730,4
65599,7,8,33313,33312,9,11,6,33950,2,3,4
65568,65569,33777,33290,33775,9,33291,6,42734,33283,33323,33285
65546,65547,8,33290,34131,33431,33291,6,40235,33283,40171,33285
65524,65525,8,33290,35427,33431,33526,6,57222,33521,35427,33523
65519,65520,40152,33388,37824,33345,33362,6,37509,33316,37824,33317
65512,33518,33344,33346,33598,33431,33430,6,34032,33339,33895,33341
65464,36553,8,33313,33279,33309,11,6,34703,2,3,4
65461,36877,8,33290,36015,33431,33430,6,55749,33283,35543,33285
65432,34918,8,33296,33294,33431,11,6,44364,2,3,4
65416,65417,8,33904,33870,33431,33291,6,44124,2,3,4
65406,35274,8,34474,39521,33431,33968,6,39520,33299,34471,33301
65396,65397,8,33290,45870,33326,33362,6,45869,33339,35899,33341
65393,65394,8,33290,33549,33326,33526,6,37283,33521,34787,33523
65381,40351,8,33330,33350,33326,11,6,33349,33283,33885,33285
65368,36000,8,34999,33318,33431,600,6,37872,33316,33385,33317
65367,33454,8,33455,33453,33268,33270,6,43411,2,33265,4
65338,65340,8,33904,33902,9,33604,6,65339,2,33730,4
65327,43996,8,33439,33438,33326,11,6,43995,2,3,4
65322,33336,8,33296,33307,33275,11,6,43102,2,3,4
65308,33622,8,33422,34543,33431,33604,6,36267,33416,34542,33418
65276,65277,8,33290,35835,33326,33863,6,35142,33316,33385,33317
65255,56788,8,33422,35212,33326,33347,6,40761,33416,34542,33418
65254,33929,8,33844,33928,33309,33930,6,35555,33426,33927,33428
65215,35375,8,33290,33386,33289,33450,6,40422,33316,33385,33317
65212,65213,8,33369,39443,33289,33370,6,36470,2,33365,4
65201,65202,8,33290,34319,33326,33526,6,35012,33521,35013,33523
65199,38764,8,33269,33266,33431,11,6,41149,2,3,4
65180,45848,8,33290,40011,33431,600,6,59977,33283,33323,33285
65177,33518,8,33290,41291,9,33430,6,54089,33339,36136,33341
65175,65176,8,33290,34535,9,34553,6,35486,33283,33447,33285
65174,33518,8,33290,34556,9,33430,6,45527,33316,34024,33317
65147,7,8,33313,33467,9,11,6,47447,2,3,4
65109,65110,8,33290,53382,33326,33526,6,35012,33521,34787,33523
65079,65080,8,33290,39060,33431,600,6,48974,33283,33284,33285
65073,65074,8,33290,34985,33289,33403,6,33543,33521,33544,33523
65065,40783,8,33276,34200,33289,33657,6,35593,2,33730,4
65059,34918,8,33276,33485,33431,11,6,33484,2,3,4
65026,33518,8,33290,34251,9,33430,6,47339,2,33730,4
65023,65024,8,33290,34862,33431,33526,6,46705,33521,34861,33523
65022,7,8,33313,35285,33289,11,6,59005,2,3,4
65002,65003,8,33290,39584,33326,34545,6,34579,33316,33385,33317
64993,64994,8,33290,34353,33345,33430,6,36631,33316,34024,33317
64981,33518,8,33290,33731,9,33430,6,1824,2,33730,4
64980,7,8,33313,33467,9,11,6,50253,2,3,4
64956,64957,8,33290,40045,33326,33347,6,50730,33347,36118,33502
64953,51074,8,33290,33621,9,33450,6,46581,33426,33621,33428
64940,64941,8,33290,35132,9,33604,6,52863,33283,33447,33285
64931,33518,8,33290,35612,9,33430,6,45765,33416,33529,33418
64920,43061,8,33290,35314,33431,39244,6,39242,33521,35314,33523
64893,33518,8,33290,36015,33289,33430,6,55749,33283,35543,33285
64888,33336,8,33269,33279,33275,11,6,34145,2,3,4
64879,33988,8,33290,33798,9,33430,6,33987,33283,33447,33285
64869,33677,8,33290,33676,33289,33678,6,33674,33426,33675,33428
64864,64865,8,33290,34535,33345,34553,6,37339,33283,33447,33285
64848,45236,8,33290,42633,33431,33604,6,45373,33416,33529,33418
64844,64845,34383,33290,47909,33431,34780,6,40876,33283,33885,33285
64834,64835,8,33290,33667,33326,33291,6,52454,33283,33666,33285
64816,46502,8,33290,35108,33326,33430,6,43347,33339,34566,33341
64815,44736,34912,33844,34910,33431,33291,6,33535,33283,33284,33285
64807,64808,8,33290,33775,33431,33291,6,43315,33283,33323,33285
64792,33478,8,33290,34793,33431,33430,6,34792,33299,33601,33301
64785,64786,8,33290,33448,33289,33430,6,48339,33283,33447,33285
64760,64762,8,34493,34491,33270,33587,6,64761,33283,34490,33285
64723,64724,8,33290,35260,33431,33423,6,36804,33426,33927,33428
64717,52258,8,33290,34328,33289,33678,6,47336,33316,34327,33317
64698,36249,8,33290,40724,33431,33430,6,40723,33416,35971,33418
64695,64696,8,33408,37239,33326,11,6,43085,2,33365,4
64684,34918,8,33269,33266,33431,11,6,64685,2,3,4
64674,64675,8,33290,33517,33289,33430,6,46647,33357,33458,33359
64671,33518,8,33290,33731,9,33430,6,36384,2,33730,4
64655,49557,8,33290,40264,33326,33347,6,46117,33347,35017,33502
64625,46789,8,35275,35273,9,35276,6,46788,33339,35272,33341
64623,45437,8,33290,39341,33289,33291,6,64624,33283,36494,33285
64617,33622,8,33290,39171,9,33930,6,40891,33426,33927,33428
64547,34970,8,33290,43529,33431,33347,6,64548,33347,43529,33502
64534,64535,8,33290,45062,33431,33291,6,45061,33283,33584,33285
64529,35886,8,40548,34222,9,33968,6,42070,33426,33853,33428
64523,64524,8,33313,33438,33268,33270,6,35245,2,33265,4
64515,34650,8,33313,33279,33309,11,6,34336,2,3,4
64510,64511,8,34913,35612,9,33291,6,47736,33416,33529,33418
64480,39453,37369,33290,35963,33345,33430,6,42880,33416,35962,33418
64476,64477,33344,33346,33598,33431,33430,6,33894,33339,33895,33341
64473,64474,8,33455,34200,33431,33657,6,36384,2,33730,4
64463,64464,8,33290,39171,33431,33423,6,41587,33426,33927,33428
64440,33518,8,33290,33798,9,33430,6,35697,33283,33447,33285
64422,64423,8,33290,33621,33431,34569,6,57762,33426,33621,33428
64415,33518,8,33290,33731,9,33430,6,44888,2,33730,4
64412,39850,33344,33346,33598,33326,33430,6,44701,33339,33895,33341
64381,33336,8,33313,33273,33275,11,6,34600,2,3,4
64358,64359,8,33408,37239,33431,33370,6,61402,2,33365,4
64354,50041,8,33290,36490,33431,33430,6,44034,33283,33284,33285
64341,34936,8,33290,49581,9,33712,6,34431,33283,34432,33285
64326,39958,8,33290,33861,33431,33863,6,33860,33299,33395,33301
64321,64322,8,33296,34917,33326,11,6,34951,2,3,4
64305,35162,8,33408,33366,33289,33370,6,44554,2,33365,4
64254,33518,8,33290,35132,33289,33430,6,56980,33283,33447,33285
64227,33823,8,33439,33822,33309,11,6,38809,2,3,4
64197,37592,34005,33408,33966,33289,33370,6,34003,2,33365,4
64144,33518,8,33388,37014,9,33430,6,47822,33316,37013,33317
64114,33478,8,33290,33517,9,33430,6,44502,33357,33458,33359
64086,36877,8,33290,35398,33431,33430,6,35397,33426,33675,33428
63993,63994,8,33290,33621,9,33430,6,39185,33426,33621,33428
63968,34952,8,33276,33438,33309,33712,6,42612,2,3,4
63965,33518,8,33290,34251,9,33430,6,35944,2,33730,4
63886,40423,8,33290,33386,33289,33450,6,40422,33316,33385,33317
63869,63870,8,33290,35796,9,34780,6,35794,33283,35795,33285
63854,33518,8,33290,40445,9,33430,6,40444,33316,34024,33317
63853,33770,8,33290,33769,33289,33347,6,33767,2,33768,4
63848,33518,8,33290,34793,33431,33430,6,45661,33299,33601,33301
63839,63841,8,33290,33497,9,34780,6,63840,33283,33323,33285
63833,63834,8,33904,35629,33345,33389,6,53063,2,3,4
63829,33518,8,33290,33621,9,33430,6,44048,33426,33621,33428
63819,33413,8,33408,33406,33309,33370,6,36514,2,33365,4
63817,63818,8,33422,35540,33326,11,6,37392,33416,33417,33418
63809,33518,8,33290,35571,9,33430,6,40930,33283,35570,33285
63792,44061,8,33290,33769,33431,33347,6,37215,2,33768,4
63765,33336,8,33313,33279,33275,11,6,37449,2,3,4
63734,63735,8,33296,33279,33309,11,6,33734,2,3,4
63720,63721,8,33388,35491,33326,44780,6,44778,33316,34256,33317
63717,33336,8,33313,33307,33275,11,6,36868,2,3,4
63705,63706,8,33296,34200,33289,33657,6,38171,2,33730,4
63665,36877,8,33290,35398,33431,33430,6,35397,33426,33675,33428
63654,33489,8,10,33279,33275,11,6,36154,2,3,4
63638,63639,8,33290,37490,33326,33430,6,44584,33299,33395,33301
63617,63618,8,33290,35159,33345,33526,6,46624,33521,35659,33523
63596,33336,8,33455,33307,33275,11,6,33909,2,3,4
63591,33862,8,33290,35916,33289,33863,6,43785,33316,33385,33317
63587,36296,8,33290,34573,33289,33291,6,63437,33283,34572,33285
63552,36249,8,33290,33517,33431,33430,6,33516,33357,33458,33359
63545,33518,8,33290,38378,33289,33430,6,38584,33283,34432,33285
63543,33947,8,33290,34251,9,33430,6,62497,2,33730,4
