ACTION,TARGET_NAME,PERSON_BUSINESS_TITLE,PERSON_BUSINESS_TITLE_DETAIL,PERSON_COMPANY,PERSON_DEPTNAME,PERSON_JOB_CODE,PERSON_JOB_FAMILY,PERSON_LOCATION,PERSON_MGR_ID,PERSON_ROLLUP_1,PERSON_ROLLUP_2,PERSON_ROLLUP_3,REQUEST_DATE
add_access,2660,50075,44965,33290,39341,9,33291,6,39340,33283,36494,33285,2009/12/23 9:00
add_access,8253,33518,8,33290,34251,9,33430,6,47339,2,33730,4,2009/5/26 8:41
remove_access,3216,36431,8,33290,36928,9,33526,6,42549,33521,36927,33523,2009/1/19 8:26
add_access,7350,34670,8,33408,33406,33309,33370,6,33405,2,33365,4,2010/2/26 10:42
add_access,9729,7,8,33313,33307,9,11,6,34288,2,3,4,2008/6/16 14:02
add_access,3656,7,8,33313,33467,9,11,6,35381,2,3,4,2009/8/27 15:50
add_access,8884,34560,8,33290,33396,9,33430,6,34559,33299,33395,33301,2010/3/17 11:41
add_access,10066,35556,8,33844,33928,33309,33930,6,35555,33426,33927,33428,2010/5/11 8:19
add_access,11273,33336,8,33296,33279,33275,11,6,40702,2,3,4,2009/10/14 9:40
add_access,11317,33489,8,10,33279,33275,11,6,36154,2,3,4,2008/9/10 12:19
remove_access,9809,34952,33344,33346,35027,33289,33712,6,60238,33339,33895,33341,2008/9/23 4:32
add_access,2242,56081,33344,33346,33598,9,33430,6,45293,33339,33895,33341,2008/11/12 17:35
add_access,11198,33518,8,33290,34182,33289,33430,6,44622,2,34181,4,2009/11/19 10:22
add_access,7580,33947,8,33290,35374,9,33430,6,40115,33426,33675,33428,2009/8/4 19:00
remove_access,9678,46172,8,33290,33429,33345,33430,6,42490,33426,33427,33428,2008/1/4 14:07
add_access,8485,33478,8,33290,33517,9,33430,6,44502,33357,33458,33359,2010/4/5 13:40
add_access,11158,58994,8,33290,37386,9,33430,6,40338,33299,34471,33301,2009/7/23 15:36
remove_access,9811,64265,8,33276,33485,33431,39173,6,52914,2,3,4,2008/8/19 7:41
add_access,10331,44261,8,33290,44260,9,33347,6,44259,33347,35017,33502,2009/11/2 8:44
add_access,10614,53456,8,33290,33360,33431,33423,6,37252,33357,33358,33359,2005/7/13 7:50
add_access,9771,33489,8,33313,33307,33275,11,6,34920,2,3,4,2005/11/4 17:14
add_access,10405,49602,8,33904,35336,9,38385,6,49601,33426,35335,33428,2009/8/4 8:39
add_access,6897,56086,8,33290,33775,9,33291,6,55218,33283,33323,33285,2008/5/27 8:23
remove_access,4183,7,8,33455,33453,9,11,6,71282,2,3,4,2008/9/30 8:29
add_access,9554,33518,8,33290,33690,9,33430,6,45886,33416,33689,33418,2005/11/8 10:00
add_access,9452,33478,8,33290,34556,33431,33430,6,34555,33316,34024,33317,2010/6/8 21:39
remove_access,2877,35162,8,33369,33366,33289,33370,6,36953,2,33365,4,2010/4/14 15:06
add_access,9679,39133,8,33369,33366,33289,33370,6,35756,2,33365,4,2008/6/11 8:19
remove_access,8163,34183,8,33290,34182,33326,33430,6,34180,2,34181,4,2009/10/8 0:06
add_access,8529,33691,8,33290,33448,33289,33430,6,33794,33283,33447,33285,2009/7/24 2:35
add_access,8453,7,8,33455,33453,9,11,6,34874,2,3,4,2010/1/19 8:48
remove_access,9771,33336,8,33313,33279,33275,11,6,34294,2,3,4,2010/3/13 4:15
add_access,10080,43152,8,33313,33467,33345,11,6,43122,2,3,4,2009/6/18 17:14
add_access,10711,33478,8,33290,34891,33431,33430,6,37470,33299,33790,33301,2005/7/13 7:50
add_access,8894,33691,8,33290,33936,9,33430,6,37643,33283,33447,33285,2009/9/22 10:15
remove_access,3920,65898,8,33290,42268,33431,33863,6,49288,33299,33395,33301,2008/5/6 9:12
add_access,9030,42480,8,33904,34063,33431,33604,6,34062,2,33365,4,2005/11/8 10:00
add_access,64,44427,8,33290,33302,33431,34851,6,41181,33299,33300,33301,2007/6/14 10:38
add_access,8036,61826,8,34210,33366,9,11,6,38150,33416,34207,33418,2010/7/2 15:51
add_access,7727,33442,8,33269,33438,33309,11,6,41777,2,3,4,2010/3/25 16:22
add_access,9652,35162,8,33408,33366,33289,33370,6,35161,2,33365,4,2010/4/12 12:25
add_access,2583,38320,8,33320,33386,33289,33657,6,39895,33316,33385,33317,2009/6/18 6:21
add_access,9086,44503,8,33290,34480,33326,33430,6,48871,33316,34024,33317,2009/1/6 13:32
add_access,2303,55690,8,33290,34862,33345,33526,6,45267,33521,34861,33523,2009/11/6 11:25
add_access,7696,33336,8,33313,33307,33275,11,6,33561,2,3,4,2010/7/20 4:21
remove_access,8891,33518,8,33290,33840,9,33430,6,46249,33299,33395,33301,2009/4/1 14:40
add_access,9667,45884,8,33290,35374,9,37073,6,44004,33426,33675,33428,2007/10/9 14:33
remove_access,10538,73952,8,33290,37490,9,33430,6,44584,33299,33395,33301,2005/9/28 11:58
remove_access,3141,43309,8,33290,34862,9,33526,6,43308,33521,34861,33523,2009/9/28 12:17
add_access,2660,46077,8,33290,34862,33431,33526,6,38229,33521,34861,33523,2009/4/10 13:46
add_access,9511,33677,8,33290,33676,33309,33678,6,34581,33426,33675,33428,2008/5/15 15:25
add_access,7303,34425,8,33369,33366,33309,33370,6,72208,2,33365,4,2009/5/28 15:30
remove_access,6677,44005,8,33290,34857,33431,34539,6,60832,33521,34856,33523,2010/8/16 11:06
remove_access,9204,33413,8,33369,33406,33309,33370,6,34098,2,33365,4,2009/6/25 9:24
add_access,7067,35556,8,33844,33928,33309,33930,6,39163,33426,33927,33428,2010/1/11 9:34
add_access,9809,33336,8,33276,33279,33275,11,6,36456,2,3,4,2005/11/7 16:08
add_access,7787,51483,51484,33290,34381,33431,33291,6,51482,33283,33584,33285,2010/2/1 10:10
remove_access,2303,54419,8,33904,35629,34576,42967,6,53063,2,3,4,2010/7/15 14:34
add_access,6895,40236,40237,33290,34131,33431,33291,6,40235,33283,40171,33285,2008/5/29 22:57
remove_access,1223,64865,8,33290,34535,33345,34553,6,37339,33283,33447,33285,2010/2/3 8:53
add_access,3308,49327,8,33290,34979,33345,33526,6,45034,33521,34979,33523,2008/5/6 15:28
add_access,10081,33622,8,33290,34182,9,33604,6,37500,2,34181,4,2008/5/21 10:04
add_access,8719,54549,8,33455,33453,33326,11,6,46567,2,3,4,2006/12/28 11:22
add_access,7489,61341,40171,33290,34131,33431,33291,6,40235,33283,40171,33285,2009/1/30 10:22
add_access,9731,33336,8,33313,33307,33275,11,6,36562,2,3,4,2008/6/9 16:34
add_access,9601,35071,8,33290,34251,33431,33430,6,39582,2,33730,4,2008/2/28 16:20
add_access,10023,33518,8,33290,34182,9,33430,6,37261,2,34181,4,2008/6/13 9:05
add_access,7361,33947,8,33290,36505,9,33430,6,36504,33416,33689,33418,2010/2/25 15:38
add_access,6428,34557,8,33290,39452,9,33430,6,41246,33283,33447,33285,2009/4/14 9:35
add_access,10745,51907,8,33290,34535,33289,34553,6,36444,33283,33447,33285,2005/11/16 10:39
add_access,8595,36834,8,33290,37118,33431,33362,6,55308,33416,33689,33418,2010/2/16 11:58
add_access,7477,55970,8,33904,35336,33289,33423,6,55969,33426,35335,33428,2009/3/13 15:36
add_access,7006,34557,8,33290,37709,33431,33430,6,40900,33283,33447,33285,2007/9/25 12:45
add_access,7190,46230,40163,33290,38008,9,33291,6,46229,33283,40641,33285,2009/7/21 16:27
add_access,2226,70759,33777,33290,33775,33345,34577,6,34218,33283,33323,33285,2009/3/12 12:30
add_access,10283,34936,8,33290,33524,33289,33712,6,33520,33521,33522,33523,2008/2/21 10:45
remove_access,9087,64628,8,33290,34102,33345,33430,6,50506,33299,33790,33301,2007/5/14 21:37
remove_access,9811,40547,8,33844,33854,33345,33362,6,35466,33426,33853,33428,2009/7/13 10:16
add_access,10787,52397,8,33290,33798,33326,33430,6,52396,33283,33447,33285,2005/11/8 10:00
add_access,3610,45222,33584,33290,34381,33345,34577,6,36460,33283,33584,33285,2008/10/21 11:16
remove_access,9811,59097,8,33290,33626,33326,33628,6,33624,33521,33625,33523,2010/8/23 10:02
add_access,7189,33622,8,33290,39171,9,33930,6,40891,33426,33927,33428,2009/1/27 8:24
add_access,2301,60255,8,33276,35629,33345,11,6,53063,2,3,4,2010/5/5 8:19
add_access,8848,33518,8,33290,34134,9,33430,6,39077,33416,33476,33418,2010/4/6 15:53
remove_access,8453,34060,8,10,33438,33309,11,6,33876,2,3,4,2010/5/16 7:00
remove_access,10081,74190,8,33904,42245,9,33430,6,59164,2,33730,4,2008/10/15 15:36
remove_access,3154,52457,8,33290,34862,33431,33526,6,50920,33521,34861,33523,2008/7/24 8:43
remove_access,11033,72027,8,33904,33870,33431,33291,6,44124,2,3,4,2007/8/29 16:51
add_access,8250,36940,8,33290,35835,9,33863,6,59112,33316,33385,33317,2007/12/6 8:35
add_access,6861,53411,33777,33290,51112,33431,33291,6,51134,33283,33323,33285,2009/7/13 8:28
add_access,8871,33691,8,33290,33936,9,33430,6,37643,33283,33447,33285,2010/3/17 0:46
remove_access,10081,34799,8,33290,42245,9,33430,6,39600,2,33730,4,2008/10/15 15:43
add_access,6946,33622,8,33290,34102,9,33604,6,36413,33299,33790,33301,2008/8/27 9:11
remove_access,4968,58496,8,33290,33549,33368,33526,6,37900,33521,34787,33523,2009/1/12 10:10
add_access,9667,36431,8,33290,34979,9,38385,6,54983,33521,34979,33523,2009/1/9 11:31
add_access,10975,42379,8,33296,34917,9,11,6,42378,2,3,4,2009/6/15 4:01
add_access,4023,49173,8,33290,33769,9,33347,6,37215,2,33768,4,2010/6/17 8:15
remove_access,9811,33622,8,33290,33902,9,33604,6,65339,2,33730,4,2006/5/18 9:14
add_access,6945,33518,8,33290,35132,33431,33430,6,35131,33283,33447,33285,2008/3/11 17:37
add_access,10986,33336,8,33276,33279,33275,11,6,35484,2,3,4,2010/7/27 17:09
add_access,3825,57799,8,33290,43529,34576,40072,6,40070,33347,43529,33502,2010/8/2 8:24
add_access,9334,40308,8,33290,33324,9,33291,6,40307,33283,33323,33285,2009/9/2 12:15
add_access,8250,39657,8,33313,33438,33289,33403,6,39656,2,3,4,2010/2/8 8:40
add_access,3224,65499,8,33290,34857,33431,33526,6,60832,33521,34856,33523,2009/4/14 8:26
remove_access,8230,46789,8,35275,35273,9,35276,6,46788,33339,35272,33341,2010/1/31 18:33
add_access,5241,62285,45511,34913,34910,34576,34577,6,34571,33283,33284,33285,2010/5/19 8:40
add_access,10614,33518,8,33290,35600,9,33430,6,61115,33283,34432,33285,2005/11/8 10:00
add_access,8882,33518,8,33290,38508,9,33430,6,43899,33339,35272,33341,2009/7/1 13:33
add_access,9771,33336,8,33313,33273,33275,11,6,33640,2,3,4,2010/5/19 11:40
remove_access,9821,52484,8,33290,35159,34576,36052,6,46624,33521,35659,33523,2005/11/18 12:24
add_access,2319,59766,8,33290,34047,33431,34046,6,59765,34046,34047,34048,2008/7/10 8:41
remove_access,5241,37503,8,33290,33667,33326,33461,6,37502,33283,33666,33285,2010/6/15 8:37
remove_access,6466,38707,8,33290,33545,33268,33270,6,36897,33521,33544,33523,2009/1/29 15:33
add_access,8308,38476,8,33290,33477,33431,33461,6,38475,33416,33476,33418,2010/5/13 22:41
remove_access,9771,33336,8,33313,33279,33275,11,6,36335,2,3,4,2007/6/11 7:13
add_access,9800,34918,8,33296,33375,33431,11,6,37320,2,3,4,2007/5/29 10:31
remove_access,6115,33691,8,33290,40724,33289,33430,6,53149,33416,35971,33418,2010/8/31 9:23
add_access,3297,64668,34383,33290,47909,33431,34780,6,34271,33283,33885,33285,2009/3/19 9:10
remove_access,3287,60116,8,33313,33438,33309,33403,6,34260,2,3,4,2010/3/24 10:47
add_access,7845,44438,8,33904,35336,9,33833,6,44437,33426,35335,33428,2007/10/23 14:22
add_access,7016,40456,8,33290,34412,33431,33291,6,42927,33283,34411,33285,2010/8/31 9:55
add_access,10755,33947,8,33290,34752,9,33430,6,34798,33299,34471,33301,2010/1/11 10:48
add_access,3200,68858,8,33290,35516,33345,34435,6,53189,33416,33529,33418,2010/3/30 10:50
add_access,6690,36929,8,33290,36730,33431,33526,6,39149,33521,38331,33523,2008/10/29 10:44
add_access,3145,38332,8,33290,34012,33431,33526,6,38088,33521,34012,33523,2010/2/16 9:35
add_access,11077,48925,8,33290,35768,33431,33389,6,36893,33316,33385,33317,2010/7/19 13:49
add_access,3198,62080,8,33290,34862,9,33526,6,62079,33521,34861,33523,2009/10/16 12:29
add_access,11132,70451,8,33290,35835,33431,33863,6,50735,33316,33385,33317,2010/2/16 1:32
add_access,11198,68170,8,33904,34935,33326,33423,6,34180,2,34181,4,2007/9/20 15:49
add_access,10241,33622,8,33290,36556,9,33930,6,40891,33426,33927,33428,2010/6/25 8:19
add_access,3893,35975,8,10,33307,33309,11,6,35352,2,3,4,2009/4/7 8:37
remove_access,2292,34246,8,33313,33438,33368,33403,6,34260,2,3,4,2010/8/24 12:30
add_access,10267,46907,8,33290,33840,33431,33430,6,37343,33299,33395,33301,2010/1/4 15:49
add_access,3033,48987,33538,33290,33536,33431,33291,6,48986,33283,33284,33285,2008/12/17 9:10
add_access,9753,33336,8,33455,33438,33275,11,6,36458,2,3,4,2009/11/17 16:45
remove_access,9960,36281,8,33290,34353,33431,33905,6,34352,33316,34024,33317,2010/2/19 11:55
remove_access,9287,45986,8,33290,33549,33289,33526,6,43717,33521,34787,33523,2010/7/16 18:30
add_access,9991,33518,54177,33290,37199,33431,33430,6,43823,33316,34024,33317,2009/6/30 16:21
remove_access,9722,45986,8,33290,33549,33289,33526,6,35655,33521,34787,33523,2005/6/27 15:41
add_access,10188,7,8,33296,33294,9,11,6,53299,2,3,4,2010/5/16 11:13
add_access,10717,33947,33777,33290,34102,9,33430,6,34811,33299,33790,33301,2007/11/29 8:50
remove_access,10241,49045,8,33290,33573,9,33430,6,33762,33416,33529,33418,2009/10/30 10:52
add_access,6897,46627,8,34474,34472,33431,33595,6,45509,33299,34471,33301,2009/2/3 23:44
add_access,7776,36533,8,33290,35516,9,33291,6,36532,33416,33529,33418,2009/8/31 10:49
remove_access,11096,33518,8,33290,42102,9,33430,6,42101,33316,34024,33317,2010/6/4 17:58
add_access,9804,33336,8,33269,33279,33275,11,6,33782,2,3,4,2008/8/12 12:45
add_access,3584,60886,8,33290,45870,37826,60887,6,36568,33339,35899,33341,2008/7/1 16:06
add_access,3314,36495,8,33290,34131,33289,33291,6,49204,33283,40171,33285,2009/12/2 8:43
add_access,3610,67012,8,33290,36964,9,33291,6,41235,33283,36963,33285,2008/4/29 13:54
add_access,9813,39797,8,33313,35285,33431,33678,6,36287,2,3,4,2009/12/14 1:11
add_access,11077,36940,8,33904,34200,33289,33863,6,38334,2,33730,4,2010/7/19 13:49
remove_access,8248,61722,8,33290,42268,9,33863,6,42267,33299,33395,33301,2006/12/28 12:25
add_access,7008,63494,8,33290,34862,9,33526,6,53579,33521,34861,33523,2008/3/11 17:35
add_access,9175,64994,8,33290,34353,33345,33430,6,36631,33316,34024,33317,2008/5/19 15:37
add_access,6893,33449,8,33290,33448,33289,33450,6,33446,33283,33447,33285,2009/12/28 14:37
remove_access,10114,35375,8,33290,34891,33289,33450,6,63422,33299,33790,33301,2010/7/23 4:41
add_access,10283,34936,8,33290,33524,33289,33712,6,33520,33521,33522,33523,2009/4/17 9:31
remove_access,9661,71542,8,33369,33366,33309,33370,6,33932,2,33365,4,2008/9/11 9:35
add_access,4632,34918,8,33296,33375,33431,11,6,54357,2,3,4,2008/12/17 7:42
add_access,8721,34727,8,33313,33279,33309,11,6,34893,2,3,4,2010/6/9 1:09
remove_access,7792,36214,8,33290,35516,33431,33423,6,38240,33416,33529,33418,2008/4/4 10:10
add_access,10596,77865,8,33290,36490,33326,33430,6,44551,33283,33284,33285,2010/6/15 8:28
add_access,7489,46672,8,33844,36556,33309,33930,6,36006,33426,33927,33428,2010/1/4 9:18
add_access,8397,33622,8,33290,39171,9,33930,6,40891,33426,33927,33428,2008/10/30 9:54
add_access,10020,57303,8,33290,33775,33431,33291,6,57302,33283,33323,33285,2007/7/24 9:40
add_access,11026,36877,8,33904,33902,33431,33430,6,44057,2,33730,4,2007/9/18 16:47
add_access,7127,33518,8,33290,35600,9,33430,6,35599,33283,34432,33285,2009/10/5 15:31
add_access,9880,65405,8,33313,33590,33431,11,6,65404,2,3,4,2008/8/7 8:19
remove_access,9729,36214,8,33313,36213,33431,33423,6,48385,2,34181,4,2010/8/12 4:16
add_access,9658,33677,8,33290,34041,33309,33678,6,37858,33426,33675,33428,2008/2/27 10:41
remove_access,9427,34557,8,33422,33573,9,33430,6,37258,33416,33529,33418,2006/4/19 12:38
add_access,2660,47903,8,33290,34381,33326,33291,6,47902,33283,33584,33285,2008/10/24 9:25
add_access,2563,52323,8,33313,33769,33289,33347,6,35845,2,33768,4,2010/7/8 9:40
remove_access,8248,42791,8,33290,33861,9,33657,6,33860,33299,33395,33301,2006/12/28 12:26
add_access,9001,61990,40163,33290,38008,33326,33291,6,50680,33283,40641,33285,2008/2/22 9:59
add_access,3202,57104,8,33290,33429,33326,33604,6,37473,33426,33427,33428,2010/6/15 12:20
remove_access,3141,42546,8,33290,34862,33431,33526,6,42545,33521,34861,33523,2009/9/29 18:24
add_access,9667,37592,8,33408,33366,33289,33370,6,35161,2,33365,4,2009/8/30 13:36
add_access,10148,53021,8,33290,35374,33345,11,6,42248,33426,33675,33428,2009/12/16 12:21
add_access,9197,33947,8,33290,34251,9,33430,6,39582,2,33730,4,2009/9/16 15:34
remove_access,5774,33308,8,33455,33279,33309,11,6,34616,2,3,4,2009/3/6 7:58
remove_access,9620,50558,33751,33290,34412,33345,34577,6,35788,33283,34411,33285,2005/8/16 8:06
add_access,7378,50653,8,33290,36667,33431,33604,6,39054,33339,34566,33341,2007/9/12 8:11
add_access,8453,7,8,33455,33453,9,11,6,52107,2,3,4,2010/4/7 8:27
add_access,9264,40456,8,34474,34472,33431,33291,6,46032,33299,34471,33301,2008/3/3 23:43
add_access,3901,42379,8,10,33568,33431,11,6,65043,2,3,4,2010/3/15 8:36
remove_access,10108,35071,8,33290,34251,33431,33430,6,39582,2,33730,4,2008/6/17 9:23
add_access,9773,38248,8,33313,33279,33275,11,6,37797,2,3,4,2005/11/4 17:36
add_access,4080,36877,8,33290,37057,33431,33430,6,37056,33316,34024,33317,2009/11/16 10:42
remove_access,6171,58491,8,33269,33769,33326,33347,6,34646,2,33768,4,2008/7/30 11:06
add_access,10560,59619,40163,33290,33350,33345,34577,6,37960,33283,33885,33285,2005/11/8 10:00
add_access,7108,33677,8,33290,33787,33309,33678,6,33786,33426,33675,33428,2008/4/25 11:50
remove_access,9371,33518,8,33290,35963,9,33430,6,35961,33416,35962,33418,2007/1/22 15:38
remove_access,9670,37592,34005,33408,33966,33289,33370,6,39666,2,33365,4,2006/2/10 9:57
add_access,10521,33518,8,33422,33828,33431,33430,6,40362,33416,33689,33418,2008/2/13 14:06
add_access,11294,37804,8,33313,33279,33309,11,6,34030,2,3,4,2009/10/21 14:07
add_access,8595,33518,8,33290,33517,9,33430,6,39905,33357,33458,33359,2010/5/10 13:57
add_access,7110,45884,8,33290,35374,9,37073,6,44004,33426,33675,33428,2007/11/15 10:52
remove_access,9771,34246,8,33313,33438,33289,33403,6,35094,2,3,4,2006/8/7 2:12
add_access,3924,33420,8,33422,37393,9,33423,6,47463,33416,33417,33418,2009/12/17 8:43
add_access,8065,33518,8,33290,33517,9,33430,6,49007,33357,33458,33359,2009/11/17 10:18
add_access,8202,37080,8,33290,33775,33431,33461,6,41620,33283,33323,33285,2008/8/23 13:22
remove_access,9661,57006,8,33408,33366,33368,33370,6,40770,2,33365,4,2008/9/2 17:25
remove_access,9828,43965,8,33313,35629,33431,33403,6,35711,2,3,4,2009/10/1 4:14
add_access,10119,33518,8,33290,37037,9,33430,6,37036,33416,33529,33418,2007/9/7 10:41
remove_access,9811,57507,8,40548,50276,33326,35276,6,43864,33299,34397,33301,2009/5/11 10:07
add_access,9428,52745,8,33388,37824,34576,38255,6,38253,33316,37824,33317,2008/10/2 8:55
remove_access,10754,33518,8,33290,34752,9,33430,6,38514,33299,34471,33301,2010/7/20 18:43
remove_access,7973,37592,8,33408,33966,33289,33370,6,33965,2,33365,4,2008/1/25 13:30
add_access,10004,42480,8,33904,34063,33431,33604,6,34062,2,33365,4,2006/3/7 16:19
add_access,11336,49327,8,33290,34979,33345,33526,6,45034,33521,34979,33523,2008/3/19 10:37
add_access,6726,43335,8,33844,36556,33309,33930,6,36006,33426,33927,33428,2009/2/4 17:25
add_access,9967,33691,36228,33290,37037,9,33430,6,51996,33416,33529,33418,2008/11/3 15:26
add_access,7567,33518,8,33388,35625,9,33430,6,37933,33316,34256,33317,2009/2/5 12:42
add_access,8595,33622,8,33290,33866,33431,33604,6,47444,33299,33866,33301,2010/2/16 11:58
remove_access,9636,33947,8,33290,33812,9,33430,6,34069,33299,33601,33301,2008/9/26 9:31
remove_access,6466,39784,8,33290,33545,33268,33270,6,33680,33521,33544,33523,2010/3/23 11:04
add_access,8557,37712,8,33290,33517,33326,33430,6,37711,33357,33458,33359,2010/7/19 14:16
add_access,9801,33336,8,33296,33438,33275,11,6,34684,2,3,4,2010/8/15 20:08
remove_access,9803,65547,8,33290,34131,33431,33291,6,40235,33283,40171,33285,2010/6/30 16:46
remove_access,9772,34936,8,33290,36928,9,33712,6,58212,33521,36927,33523,2010/5/11 12:02
add_access,9028,65791,8,33904,35336,34576,38255,6,40533,33426,35335,33428,2010/4/12 12:40
remove_access,9813,37757,8,33313,33307,33309,11,6,42097,2,3,4,2006/6/30 6:32
add_access,2513,77064,8,33290,35475,33326,35477,6,68773,33357,35474,33359,2010/8/24 11:47
add_access,11292,46029,8,33269,33438,33275,11,6,36651,2,3,4,2009/10/28 11:46
add_access,9001,33478,36228,33290,36355,33431,33430,6,36354,33416,33689,33418,2008/3/19 14:33
add_access,10598,33691,8,33290,33429,33289,33430,6,43234,33426,33427,33428,2010/8/31 14:51
add_access,9495,54902,8,33290,34433,9,33604,6,41532,33283,34432,33285,2009/2/18 8:58
add_access,2451,45322,8,33369,33366,33289,33370,6,36470,2,33365,4,2008/10/24 13:26
remove_access,8253,49602,8,33904,35336,9,38385,6,49601,33426,35335,33428,2008/8/7 16:06
remove_access,9810,60515,8,33290,44155,33431,33604,6,52396,33283,33447,33285,2006/3/21 22:29
add_access,8268,38938,8,33290,35112,33431,33291,6,35111,33416,33529,33418,2010/8/5 10:49
add_access,7101,35517,8,33290,35516,33326,33461,6,35515,33416,33529,33418,2009/5/12 16:07
add_access,7915,42884,8,33313,33438,33289,33526,6,42883,2,3,4,2008/10/9 9:34
add_access,3202,33622,8,33290,34752,9,33604,6,37653,33299,34471,33301,2008/10/30 15:33
remove_access,3608,34574,34575,33290,34573,34576,34577,6,34571,33283,34572,33285,2009/1/14 18:00
remove_access,11106,64716,33344,33346,33598,33345,33430,6,33338,33339,33895,33341,2009/12/8 10:09
add_access,4298,35402,8,33422,33828,9,33430,6,46390,33416,33689,33418,2009/7/13 9:25
add_access,11268,33336,8,33296,33279,33275,11,6,34038,2,3,4,2009/10/13 10:27
add_access,9773,33336,8,33313,33438,33275,11,6,33816,2,3,4,2007/7/20 14:01
add_access,10591,36877,8,33290,33429,33431,33430,6,58386,33426,33427,33428,2008/10/31 8:35
remove_access,9813,33862,8,33290,33861,9,33863,6,39808,33299,33395,33301,2005/11/8 16:46
add_access,9420,33518,8,33290,35625,9,33430,6,37933,33316,34256,33317,2010/6/22 8:56
remove_access,1223,34557,8,33290,34535,33431,33430,6,35486,33283,33447,33285,2010/2/3 8:54
add_access,8849,53910,8,33290,53222,33431,33304,6,39291,33426,33427,33428,2010/1/8 13:39
add_access,7870,34918,8,33296,33568,33431,11,6,37320,2,3,4,2009/5/10 12:59
remove_access,11336,41560,8,33290,36928,33345,33526,6,41559,33521,36927,33523,2005/4/11 16:25
add_access,10686,33691,8,33290,33866,33431,33430,6,46103,33299,33866,33301,2007/6/19 8:41
add_access,5612,61182,8,34210,33366,9,35276,6,36003,33416,34207,33418,2008/9/16 10:22
add_access,11188,36249,8,33290,34182,33431,33430,6,34180,2,34181,4,2009/4/29 10:20
remove_access,9722,74630,8,33290,33787,33289,33678,6,34326,33426,33675,33428,2005/6/27 11:41
add_access,2664,66295,8,33290,33667,33289,33291,6,52146,33283,33666,33285,2009/1/2 9:11
add_access,7360,69686,8,33290,33593,9,34569,6,44868,33416,33529,33418,2010/8/17 13:44
add_access,9265,38360,8,33290,36227,9,34539,6,40459,33299,36226,33301,2009/12/30 10:09
remove_access,8914,34743,8,33313,33467,33268,33270,6,38680,2,33265,4,2008/10/17 8:32
add_access,11039,40395,8,33290,34752,33431,33430,6,38514,33299,34471,33301,2010/5/5 12:58
add_access,9455,33518,8,33290,34025,9,33430,6,37738,33316,34024,33317,2010/7/22 21:04
remove_access,8433,33691,8,33290,33731,9,33430,6,52734,2,33730,4,2006/9/18 16:37
add_access,9001,39482,33288,33290,33286,33326,33291,6,39481,33283,33284,33285,2010/8/30 11:26
remove_access,10734,39165,33421,33422,33828,33326,33430,6,33827,33416,33689,33418,2008/10/2 15:57
add_access,10114,42200,8,33439,33438,33309,11,6,34643,2,3,4,2009/11/16 18:20
add_access,4218,62587,8,33290,33769,33326,33347,6,38342,2,33768,4,2010/7/26 11:58
remove_access,8100,39444,8,33369,39443,33368,33370,6,36470,2,33365,4,2010/4/19 10:33
add_access,8567,48439,48440,33290,35551,9,33291,6,48438,33283,33584,33285,2009/12/8 15:47
remove_access,9362,50558,33751,33290,34412,33345,34577,6,35788,33283,34411,33285,2006/9/19 16:42
add_access,3945,35246,8,33290,34985,33289,33403,6,33543,33521,33544,33523,2008/2/11 17:40
add_access,10930,34936,8,33313,38594,33289,33712,6,40686,2,3,4,2009/7/17 13:01
remove_access,2385,53580,8,33290,34862,33289,33526,6,53579,33521,34861,33523,2009/9/3 14:00
remove_access,9811,69890,8,33844,34222,33289,33968,6,48556,33426,33853,33428,2010/7/26 13:48
remove_access,11336,65277,8,33290,35835,33326,33863,6,35142,33316,33385,33317,2006/5/15 15:37
add_access,10145,41014,8,34474,34472,33431,33461,6,34470,33299,34471,33301,2008/2/5 7:55
add_access,10141,45322,8,33369,33366,33289,33370,6,36470,2,33365,4,2009/3/26 1:09
add_access,8453,33694,8,33296,33438,33309,11,6,44212,2,3,4,2008/8/28 16:15
add_access,6895,59697,8,33290,33350,33431,33291,6,46402,33283,33885,33285,2008/11/17 10:13
add_access,9809,33336,8,33276,33307,33275,11,6,34291,2,3,4,2005/11/7 16:21
remove_access,9345,45986,8,33290,33549,33289,33526,6,37900,33521,34787,33523,2010/7/12 17:32
add_access,8219,46807,36172,33290,35112,9,33291,6,46806,33416,33529,33418,2007/11/6 14:34
add_access,10312,33518,8,33290,33448,9,33430,6,37854,33283,33447,33285,2007/9/19 14:28
add_access,9028,63367,8,33844,33854,33326,35276,6,37903,33426,33853,33428,2010/3/31 11:33
add_access,8095,50943,36172,33290,35301,9,33930,6,50942,33416,33529,33418,2008/12/4 17:09
add_access,4219,37551,8,33290,37550,9,33347,6,37548,33347,37549,33502,2009/12/15 8:30
add_access,7935,66760,8,33296,33438,33309,11,6,34324,2,3,4,2007/12/15 11:37
remove_access,9731,33336,8,33313,33307,33275,11,6,35686,2,3,4,2008/9/27 4:17
add_access,7581,33829,8,33290,34280,33345,33430,6,42691,33416,34279,33418,2005/11/8 10:00
add_access,9731,33336,8,33313,33307,33275,11,6,33561,2,3,4,2007/3/30 10:19
add_access,9262,66976,33584,33290,34381,9,33423,6,35774,33283,33584,33285,2008/2/28 10:15
add_access,9667,39133,8,33408,33366,33289,33370,6,40770,2,33365,4,2008/4/10 14:30
