LOGIN,ACTION,TARGET_NAME,PERSON_BUSINESS_TITLE,PERSON_BUSINESS_TITLE_DETAIL,PERSON_COMPANY,PERSON_DEPTNAME,PERSON_JOB_CODE,PERSON_JOB_FAMILY,PERSON_LOCATION,PERSON_MGR_ID,PERSON_ROLLUP_1,PERSON_ROLLUP_2,PERSON_ROLLUP_3,REQUEST_DATE
56795,add_access,5694,33518,8,33290,34483,9,33430,6,36720,33283,34411,33285,2010-07-27 09:15:33
65215,add_access,9670,35375,8,33290,33386,33289,33450,6,40422,33316,33385,33317,2005-07-13 07:45:58
58014,add_access,10315,50075,44965,33290,39341,9,33291,6,39340,33283,36494,33285,2009-02-12 15:10:28
36793,add_access,8762,35162,8,33408,33366,9,33370,6,36794,2,33365,4,2009-04-29 12:36:37
62047,add_access,10417,62049,8,33290,35018,33345,33347,6,62048,33347,35017,33502,2009-01-22 11:15:05
67358,add_access,8047,33518,8,33290,34752,33289,33430,6,37888,33299,34471,33301,2010-08-12 13:05:34
56089,add_access,7815,33478,8,33290,36355,33431,33430,6,46800,33416,33689,33418,2010-01-15 10:22:15
58698,add_access,10784,58699,8,33313,34535,33289,34553,6,34551,33283,33447,33285,2010-06-24 06:00:30
73888,add_access,4783,33336,8,33276,33541,33275,11,6,33913,2,3,4,2010-08-28 18:05:08
67778,add_access,10231,48781,8,33290,35374,33431,33430,6,48862,33426,33675,33428,2009-12-02 08:31:54
69854,add_access,8399,33947,8,33290,35454,9,33430,6,35748,33426,35335,33428,2010-04-15 21:23:43
58580,remove_access,7974,34883,8,33408,33966,33309,33370,6,34882,2,33365,4,2009-07-31 13:58:56
65199,remove_access,9803,38764,8,33269,33266,33431,11,6,41149,2,3,4,2008-02-15 17:45:56
50656,remove_access,6466,39952,8,33290,33545,33268,33270,6,39951,33521,33544,33523,2009-01-29 15:31:21
70955,remove_access,8824,35375,8,33290,34891,33289,33450,6,63422,33299,33790,33301,2010-07-23 04:44:31
46116,remove_access,6335,46118,8,33290,40264,33431,33347,6,46117,33347,35017,33502,2010-06-10 12:34:20
54507,add_access,9871,33518,8,33290,34793,9,33430,6,39867,33299,33601,33301,2009-07-14 09:48:08
57544,remove_access,11211,33518,8,33290,33621,9,33430,6,39019,33426,33621,33428,2007-10-12 15:00:31
58958,remove_access,9729,34390,8,33313,33438,33309,11,6,42144,2,3,4,2006-08-29 02:13:56
67686,add_access,9698,40380,8,33290,35336,33326,33461,6,67687,33426,35335,33428,2009-07-13 13:55:57
54786,remove_access,2303,54787,8,33290,33775,33345,33291,6,35788,33283,33323,33285,2009-08-14 06:23:37
59702,remove_access,4025,59256,8,33290,42582,33431,38385,6,42580,33316,42581,33317,2009-07-24 08:42:22
47253,remove_access,8208,33518,8,33422,35822,33289,33430,6,36252,33283,33284,33285,2007-11-27 18:14:53
67249,remove_access,9814,35120,8,33313,34200,33289,33657,6,42144,2,33730,4,2005-05-06 02:12:33
41557,add_access,7675,36249,8,33290,33517,33431,33430,6,36261,33357,33458,33359,2006-09-21 15:19:13
66939,add_access,8557,36521,8,33290,34412,9,33291,6,43985,33283,34411,33285,2006-09-29 15:33:42
61693,remove_access,3123,61695,8,33290,34862,33431,33526,6,61694,33521,34861,33523,2009-09-28 12:16:13
72980,add_access,11318,7,8,33276,33485,9,11,6,41638,2,3,4,2010-07-29 02:22:52
51268,add_access,10114,37668,8,33455,34200,33309,33657,6,34199,2,33730,4,2009-08-17 00:04:33
36663,add_access,11332,33518,8,33290,33517,9,33430,6,35096,33357,33458,33359,2008-05-15 09:59:43
50961,add_access,10726,50962,8,33290,33517,9,33430,6,35096,33357,33458,33359,2005-11-10 16:18:08
36528,add_access,9771,36530,8,33313,33438,33309,11,6,36529,2,3,4,2005-11-07 16:26:58
67667,remove_access,9670,67669,8,33408,41139,33289,33347,6,67668,2,33768,4,2006-02-10 09:53:37
35297,add_access,8453,33336,8,33313,33279,33275,11,6,35081,2,3,4,2010-01-19 08:48:44
65174,add_access,10589,33518,8,33290,34556,9,33430,6,45527,33316,34024,33317,2010-08-26 11:18:39
62010,add_access,6992,62011,8,33290,35207,9,33526,6,35206,33521,34787,33523,2010-08-17 16:16:27
41144,add_access,8250,41145,8,34210,34208,33289,33657,6,36541,33416,34207,33418,2010-02-08 08:40:26
47029,add_access,10538,47030,8,33290,34047,9,34046,6,35805,34046,34047,34048,2010-08-31 16:29:12
48234,add_access,8308,48236,8,33290,33530,33326,33362,6,48235,33416,33529,33418,2009-11-27 10:09:41
73135,remove_access,6170,34952,8,33313,33438,33289,33712,6,35245,2,3,4,2009-09-29 06:27:08
59494,add_access,10766,33518,8,33290,34752,9,33430,6,43421,33299,34471,33301,2010-01-18 12:47:45
66646,add_access,2910,66647,8,33290,38508,33326,33430,6,51449,33339,35272,33341,2009-11-24 08:38:11
53517,add_access,3200,36929,8,33290,36928,33431,33526,6,49686,33521,36927,33523,2009-01-06 12:27:08
45233,add_access,9309,33760,37028,37028,37029,33326,33430,6,45234,33339,37028,33341,2007-09-10 16:58:38
58540,remove_access,9773,58541,8,33313,33438,33268,33270,6,43623,2,33265,4,2006-09-07 02:14:41
77690,add_access,6691,77691,8,33290,36964,33431,33291,6,40346,33283,36963,33285,2010-07-09 09:22:38
33758,add_access,2301,33760,8,33455,33453,33345,11,6,33759,2,3,4,2008-09-24 15:29:53
61088,remove_access,3141,61089,8,33290,34862,33431,33526,6,60345,33521,34861,33523,2009-09-29 18:24:36
48815,add_access,11010,33518,8,33290,33602,9,33430,6,38631,33299,33601,33301,2010-08-11 11:31:12
54814,remove_access,10081,33622,8,33290,34182,9,33604,6,37500,2,34181,4,2008-10-15 15:45:19
59381,remove_access,2352,33691,34665,33290,34483,33289,33430,6,34482,33283,34411,33285,2010-08-30 09:58:19
63734,remove_access,7093,63735,8,33296,33279,33309,11,6,33734,2,3,4,2010-04-27 06:49:45
49209,add_access,10112,49210,8,33313,34200,9,33657,6,42144,2,33730,4,2009-08-24 09:00:51
64815,add_access,8204,44736,34912,33844,34910,33431,33291,6,33535,33283,33284,33285,2010-08-13 12:59:52
60403,add_access,10591,36877,8,33290,33429,33431,33430,6,58386,33426,33427,33428,2010-08-26 11:18:33
66255,add_access,6116,66256,8,33290,35112,33431,37073,6,35705,33416,33529,33418,2009-10-20 13:40:22
67105,add_access,11077,33862,8,33290,34480,33289,33863,6,42358,33316,34024,33317,2005-07-13 07:51:58
68214,remove_access,9099,33770,8,33290,33769,33289,33347,6,33767,2,33768,4,2010-07-23 06:57:26
36322,remove_access,9670,34004,34005,33408,33966,33309,33968,6,34028,2,33365,4,2006-02-10 09:44:27
41545,add_access,8975,41547,8,33290,34597,33289,33347,6,41546,33347,34597,33502,2010-06-29 16:09:53
40925,add_access,3610,40927,8,33290,34862,9,33526,6,40926,33521,34861,33523,2009-04-10 15:29:55
69401,add_access,7089,33308,8,33276,33307,33309,11,6,33435,2,3,4,2010-02-17 08:48:41
39307,remove_access,9800,33622,8,33290,39309,33431,33604,6,39308,33416,33529,33418,2006-09-19 02:12:11
76020,add_access,7940,56719,8,33269,33769,33368,33712,6,41249,2,33768,4,2010-05-28 13:04:42
61471,add_access,8532,47635,8,33290,36556,9,33930,6,61472,33426,33927,33428,2008-04-01 10:05:42
70965,add_access,9345,44279,34912,33290,48317,33289,33930,6,40095,33283,33284,33285,2010-01-21 10:04:04
72851,add_access,11271,33336,8,33313,33438,33275,11,6,35503,2,3,4,2009-10-14 10:55:05
54486,remove_access,9771,33336,8,33313,33273,33275,11,6,33640,2,3,4,2008-05-30 04:33:02
68019,add_access,3823,68020,8,33290,34862,9,33526,6,50920,33521,34861,33523,2009-12-29 02:43:27
74872,add_access,8119,74873,8,33290,35398,9,33430,6,35397,33426,33675,33428,2008-12-04 05:08:22
73503,add_access,7018,73504,8,33290,48624,33345,33430,6,48623,33283,33447,33285,2008-06-25 10:41:01
36501,add_access,8944,33947,8,33290,36015,9,33430,6,36502,33283,35543,33285,2007-03-22 11:25:20
48863,add_access,9343,33518,8,33290,35600,9,33430,6,47548,33283,34432,33285,2010-08-28 11:32:39
62547,add_access,10315,62548,33288,33290,33286,33289,33291,6,38417,33283,33284,33285,2009-07-30 09:32:00
63591,add_access,9931,33862,8,33290,35916,33289,33863,6,43785,33316,33385,33317,2010-06-24 08:08:57
44912,remove_access,6116,37080,8,33290,33775,33431,33461,6,41620,33283,33323,33285,2009-12-01 17:22:35
73248,add_access,8311,73249,33538,33290,33667,33326,33291,6,38990,33283,33666,33285,2009-09-07 20:49:01
38659,add_access,10906,33765,8,33276,33438,33289,33712,6,38660,2,3,4,2008-02-25 08:55:36
49987,add_access,2664,49988,8,33290,35972,33431,33461,6,46489,33416,35971,33418,2010-08-18 12:03:22
57679,add_access,9667,44270,8,33844,36556,33289,33930,6,42510,33426,33927,33428,2010-06-24 12:39:32
44872,add_access,7489,44873,8,33290,35571,33431,33291,6,35569,33283,35570,33285,2007-12-05 08:31:58
47965,remove_access,9738,33336,8,33313,33307,33275,11,6,34907,2,3,4,2008-11-09 07:37:58
72101,add_access,3144,72102,8,33290,33549,33345,33526,6,35012,33521,34787,33523,2009-06-05 15:35:21
42558,add_access,9771,33336,8,33313,33307,33275,11,6,35034,2,3,4,2005-11-07 16:04:42
69480,add_access,9004,69481,8,33290,36928,33431,33526,6,43804,33521,36927,33523,2009-04-28 10:52:43
37165,add_access,10183,33518,8,33290,34251,33431,33430,6,37166,2,33730,4,2010-03-29 18:19:06
37219,remove_access,8890,33518,8,33290,34251,33289,33430,6,34387,2,33730,4,2010-07-07 10:55:13
52218,add_access,10315,52219,8,33290,35108,33431,33430,6,43347,33339,34566,33341,2006-03-08 15:30:26
62616,add_access,8038,33518,8,33290,34891,9,33430,6,38730,33299,33790,33301,2008-06-15 16:40:15
72708,add_access,8877,33518,8,33290,34483,9,33430,6,36720,33283,34411,33285,2009-09-21 14:24:44
60541,add_access,6167,33333,8,33313,33438,33268,33270,6,33466,2,33265,4,2010-01-22 11:59:12
55578,add_access,10925,42379,8,33296,33375,33431,11,6,46750,2,3,4,2008-07-29 19:14:56
51272,add_access,6702,41577,8,33276,33438,33309,11,6,35268,2,3,4,2010-03-30 01:21:12
73067,add_access,11300,33336,8,33313,33438,33275,11,6,34719,2,3,4,2009-10-12 01:42:58
63103,remove_access,10081,33518,8,33290,33731,9,33430,6,44888,2,33730,4,2008-10-15 15:40:44
71780,add_access,2226,71781,8,33290,33667,33345,34577,6,38990,33283,33666,33285,2010-02-15 12:54:43
53995,add_access,3033,45541,8,33290,33497,33289,34780,6,39389,33283,33323,33285,2009-11-19 09:11:03
43149,remove_access,9755,33336,8,33455,33438,33275,11,6,34114,2,3,4,2009-04-13 09:38:41
41025,add_access,6674,41027,33777,33290,33775,33431,33291,6,41026,33283,33323,33285,2009-07-13 16:27:06
46482,add_access,3666,46483,8,33269,34200,9,33657,6,34389,2,33730,4,2009-06-30 15:38:59
39259,add_access,7378,39261,8,33290,34597,33431,33347,6,39260,33347,34597,33502,2007-06-20 08:36:14
66207,remove_access,9723,61722,8,33290,42268,9,33863,6,42267,33299,33395,33301,2005-11-18 12:15:28
55563,add_access,10191,44698,8,33290,35018,9,33347,6,36942,33347,35017,33502,2009-12-14 09:54:35
56856,remove_access,9842,34568,8,33290,33621,33431,34569,6,37088,33426,33621,33428,2009-10-12 10:44:00
67416,add_access,8453,33694,8,33313,33307,33309,11,6,36433,2,3,4,2010-04-07 08:27:05
65649,remove_access,8064,41957,8,33408,33366,33309,33370,6,35122,2,33365,4,2010-02-08 15:53:48
53704,add_access,9334,36431,8,33290,36928,33289,33526,6,46833,33521,36927,33523,2009-06-10 15:06:31
46613,add_access,10412,33531,8,33290,33866,33326,33430,6,35668,33299,33866,33301,2007-09-26 18:04:35
69851,remove_access,1970,69852,8,33904,34063,9,38385,6,46369,2,34012,4,2007-10-04 10:22:57
50617,remove_access,3287,50619,8,33276,33438,33289,33712,6,50618,2,3,4,2009-08-14 13:02:49
36315,remove_access,6466,34141,8,33290,33545,33268,33270,6,33680,33521,33544,33523,2009-01-29 15:31:30
52119,add_access,5744,52120,8,33290,44260,33431,33347,6,50905,33347,35017,33502,2010-06-21 08:44:31
48959,add_access,11126,33518,8,33290,34793,9,33430,6,45661,33299,33601,33301,2005-07-13 07:52:17
72971,remove_access,4658,36596,8,33269,33266,33431,11,6,45865,2,3,4,2010-06-22 11:45:13
42965,add_access,10925,42966,8,33904,34611,34576,42967,6,34609,2,34610,4,2009-07-01 21:10:48
77263,remove_access,8204,33518,8,33290,36505,9,33430,6,37577,33416,33689,33418,2009-08-13 19:27:02
58806,add_access,11031,36877,8,33290,35926,33431,33430,6,36876,33339,34566,33341,2005-11-08 10:00:00
71324,add_access,4658,71325,8,33313,36385,33289,33657,6,34389,2,33730,4,2008-08-04 16:53:58
52180,add_access,9079,52181,8,33290,36355,33326,33430,6,37117,33416,33689,33418,2009-10-09 11:06:26
77485,add_access,4175,33862,35217,35218,35215,9,33863,6,48483,33339,35215,33341,2009-02-23 09:22:58
40904,add_access,6606,34936,8,33290,33524,33289,33712,6,33520,33521,33522,33523,2009-04-15 10:17:31
47618,add_access,11309,33333,8,33313,33467,33268,33270,6,38427,2,33265,4,2009-10-12 01:51:47
33859,add_access,9343,33862,8,33290,33861,9,33863,6,33860,33299,33395,33301,2006-07-11 09:10:14
52272,add_access,9175,52274,8,33290,33812,33431,33905,6,52273,33299,33601,33301,2010-08-30 14:02:22
58495,add_access,5098,58496,8,33290,33549,33368,33526,6,37900,33521,34787,33523,2009-08-17 08:18:42
67808,add_access,9001,36877,8,33290,42245,33431,33430,6,37919,2,33730,4,2008-05-16 10:33:27
46259,add_access,9384,33518,8,33290,33517,9,33430,6,44313,33357,33458,33359,2010-04-16 08:14:24
64684,remove_access,9806,34918,8,33269,33266,33431,11,6,64685,2,3,4,2009-04-20 14:41:03
68643,remove_access,9811,68644,8,33276,33568,33431,33526,6,60574,2,34012,4,2009-04-27 13:28:21
53703,add_access,7982,36431,8,33290,34862,9,33526,6,35894,33521,34861,33523,2009-07-06 10:03:03
54070,add_access,4795,54072,8,33290,34597,33345,33347,6,54071,33347,34597,33502,2009-10-06 08:36:02
63392,add_access,8363,63393,8,33290,33731,9,33430,6,38505,2,33730,4,2008-07-25 08:56:18
63307,remove_access,9803,33336,8,33269,33307,33275,11,6,33510,2,3,4,2009-01-10 11:08:18
41064,add_access,3296,41027,34005,33290,40011,33431,33291,6,41065,33283,33323,33285,2008-07-31 07:29:50
47421,add_access,9011,45383,8,10,38594,33326,11,6,41126,2,3,4,2007-04-20 06:28:55
76131,remove_access,2303,76132,8,33904,33870,33345,35134,6,39788,2,3,4,2009-08-14 06:26:41
76036,add_access,3938,76037,36228,33290,34412,33326,33291,6,33322,33283,34411,33285,2008-05-07 16:27:10
38860,add_access,6428,34557,8,33290,34752,33431,33430,6,37641,33299,34471,33301,2009-12-28 09:27:28
61874,add_access,7101,36214,8,33290,35336,33431,33423,6,52808,33426,35335,33428,2009-08-19 09:10:59
74473,remove_access,9440,33947,40152,33290,34347,9,33430,6,40151,33316,34347,33317,2009-04-21 12:22:42
38421,add_access,8975,33397,8,33320,33318,33268,33270,6,35922,33316,33265,33317,2010-06-29 16:09:52
73411,remove_access,3126,35428,8,33290,35427,33431,33526,6,57222,33521,35427,33523,2008-10-08 09:35:35
48545,add_access,9193,35441,8,10,33438,33309,33712,6,36076,2,3,4,2006-09-27 12:27:15
66484,add_access,9971,66485,8,33388,35491,33431,33362,6,35490,33316,34256,33317,2009-07-27 10:37:14
53531,add_access,9327,53533,8,33313,35285,33268,33270,6,53532,2,33265,4,2010-04-21 09:12:18
65812,add_access,10549,42884,8,33313,33438,33289,33526,6,42883,2,3,4,2005-07-13 07:49:56
65338,add_access,9776,65340,8,33904,33902,9,33604,6,65339,2,33730,4,2005-11-08 10:00:00
35950,add_access,9491,33518,8,33290,34251,33289,33430,6,34387,2,33730,4,2007-09-11 08:19:42
78041,add_access,9809,33336,8,33276,33279,33275,11,6,35482,2,3,4,2005-11-07 16:24:23
43674,add_access,9268,33518,8,33422,35822,33289,33430,6,36475,33283,33284,33285,2010-07-06 10:41:02
50313,add_access,7489,50314,36963,33290,36964,33431,33461,6,38789,33283,36963,33285,2008-05-22 08:58:42
45347,remove_access,10745,39732,8,33290,34535,33309,34553,6,39731,33283,33447,33285,2006-07-20 11:19:38
66060,remove_access,10356,34936,35217,35218,35215,9,33712,6,61010,33339,35215,33341,2008-03-26 14:44:19
56604,add_access,7747,34799,8,33904,34063,33431,33430,6,34062,2,33365,4,2010-07-27 10:07:18
40871,add_access,3145,35165,8,33290,36730,33431,33526,6,40872,33521,38331,33523,2009-07-15 18:43:07
69868,add_access,9670,33770,8,33290,33769,33289,33347,6,33767,2,33768,4,2008-05-27 10:01:07
58649,add_access,4486,34390,8,33296,33438,33309,11,6,41343,2,3,4,2009-06-04 04:52:24
59528,add_access,6573,57459,8,33290,35207,33289,33526,6,40436,33521,34787,33523,2010-07-05 15:54:26
46611,add_access,9175,36281,8,33290,34353,33431,33905,6,34352,33316,34024,33317,2009-07-13 15:48:42
76052,add_access,9798,33336,8,33296,33279,33275,11,6,35182,2,3,4,2005-11-04 17:36:33
49534,add_access,7171,36249,8,33290,33517,33431,33430,6,36397,33357,33458,33359,2008-04-15 14:21:38
77287,remove_access,3141,77288,8,33290,33549,33326,33526,6,53155,33521,34787,33523,2009-09-29 18:24:28
46285,add_access,3210,42923,8,33290,33549,33289,33526,6,46286,33521,34787,33523,2009-01-14 08:32:52
37251,add_access,10809,36214,8,33290,33360,9,33423,6,37252,33357,33358,33359,2010-04-19 09:07:50
75315,add_access,5776,75316,8,33313,36385,33431,33657,6,36384,2,33730,4,2010-06-01 08:29:40
69783,remove_access,11094,38144,8,33290,36505,9,33430,6,37577,33416,33689,33418,2010-01-21 09:49:33
71484,add_access,11197,36249,8,33290,34182,33431,33430,6,34180,2,34181,4,2010-03-19 08:32:26
66742,add_access,7489,33622,8,33290,33936,9,33604,6,38643,33283,33447,33285,2008-02-27 09:09:19
77255,add_access,10733,77256,8,33290,51594,33431,33678,6,57871,33426,33675,33428,2009-02-02 08:49:56
68019,add_access,3123,68020,8,33290,34862,9,33526,6,50920,33521,34861,33523,2008-10-20 15:44:38
45265,add_access,8999,33518,8,33290,44155,9,33430,6,44154,33283,33447,33285,2007-06-14 08:23:53
36233,remove_access,9722,33677,8,33290,33787,33289,33678,6,36234,33426,33675,33428,2005-06-27 11:44:04
47640,remove_access,6398,33413,8,33408,33406,33309,33370,6,38264,2,33365,4,2010-08-13 09:44:43
66985,add_access,8974,33518,8,33290,33866,9,33430,6,66986,33299,33866,33301,2005-11-08 10:00:00
52342,add_access,11105,52343,8,33290,33866,33326,33430,6,33865,33299,33866,33301,2005-11-08 10:00:00
42133,add_access,8060,35162,8,33408,33366,9,33370,6,36794,2,33365,4,2010-07-30 10:55:19
61254,add_access,8662,36473,8,33408,33366,33289,33370,6,36472,2,33365,4,2010-07-14 06:26:22
60498,add_access,9874,33518,8,33290,34793,9,33430,6,45661,33299,33601,33301,2010-07-28 10:02:13
64671,add_access,8244,33518,8,33290,33731,9,33430,6,36384,2,33730,4,2010-07-28 11:18:34
53704,add_access,9334,36431,8,33290,36928,33289,33526,6,46833,33521,36927,33523,2008-06-25 09:51:59
42036,remove_access,9327,42037,8,33296,33438,33309,33678,6,39050,2,3,4,2008-07-17 13:13:19
43307,remove_access,9333,43309,8,33290,34862,9,33526,6,43308,33521,34861,33523,2009-10-14 17:43:23
74074,remove_access,8780,33518,8,33290,36505,9,33430,6,42427,33416,33689,33418,2010-04-08 10:34:00
55624,add_access,9311,37080,8,33290,33470,33326,33461,6,33469,33283,33284,33285,2008-07-31 12:31:10
68776,remove_access,9311,40709,8,33290,36928,33326,33526,6,49686,33521,36927,33523,2010-06-15 12:24:35
41771,add_access,3610,41772,8,33290,34041,33289,33678,6,33786,33426,33675,33428,2009-01-15 16:34:02
45940,remove_access,6946,33518,8,33290,34353,9,33430,6,45941,33316,34024,33317,2008-04-01 15:08:17
69729,add_access,11282,33336,8,33313,33279,33275,11,6,35828,2,3,4,2009-10-16 11:17:38
70947,add_access,6285,70948,8,33290,34862,33431,33526,6,61694,33521,34861,33523,2010-03-12 16:34:09
66386,remove_access,4182,54549,8,33296,33375,33326,11,6,36572,2,3,4,2010-05-11 12:21:26
46295,add_access,10734,35246,8,33269,33266,33431,33403,6,35854,2,3,4,2010-01-15 10:16:21
70998,add_access,10964,43222,8,33313,33438,33289,36029,6,41320,2,3,4,2009-11-06 08:21:09
46666,add_access,10327,38078,8,33290,37490,33431,33430,6,38077,33299,33395,33301,2007-01-02 11:51:27
72543,add_access,5613,72544,8,34210,34208,9,35069,6,35067,33416,34207,33418,2009-03-09 08:25:05
34744,add_access,10188,34745,8,33313,33438,33289,33403,6,33463,2,3,4,2009-09-07 22:19:44
77213,add_access,7545,77214,8,33290,33517,33431,33430,6,44900,33357,33458,33359,2007-10-10 08:42:33
67191,add_access,2664,67192,36662,33290,33470,33345,33461,6,37417,33283,33284,33285,2010-08-18 12:03:22
43155,add_access,3610,43157,8,33290,35228,33289,33291,6,43156,33283,35227,33285,2010-04-09 10:51:21
75962,add_access,7870,38248,8,33313,33279,33309,11,6,34116,2,3,4,2008-11-20 16:46:28
46196,add_access,7940,40144,8,33313,33467,33326,11,6,46197,2,3,4,2010-05-28 13:04:42
70998,add_access,10964,43222,8,33313,33438,33289,36029,6,41320,2,3,4,2010-02-01 08:36:11
65174,add_access,9964,33518,8,33290,34556,9,33430,6,45527,33316,34024,33317,2009-12-17 13:12:25
62343,add_access,9674,62344,8,33290,35159,33345,33526,6,46624,33521,35659,33523,2007-11-30 11:09:17
68313,add_access,7063,40924,8,33290,34483,33326,33430,6,39314,33283,34411,33285,2010-05-05 08:32:07
59491,add_access,7378,37080,33777,33290,33775,33431,33461,6,41620,33283,33323,33285,2010-04-09 09:12:38
53392,add_access,8248,53393,8,33290,37667,33289,33657,6,37666,33299,33395,33301,2008-08-18 09:34:14
65002,add_access,3311,65003,8,33290,39584,33326,34545,6,34579,33316,33385,33317,2009-07-03 04:29:46
54945,add_access,11070,33430,43694,33290,34662,33431,33430,6,37127,33283,36494,33285,2010-06-07 08:54:28
51626,add_access,9683,33677,8,33290,34041,33309,33678,6,37858,33426,33675,33428,2010-03-30 00:31:43
75353,add_access,9842,75354,8,33290,33676,33309,33678,6,34581,33426,33675,33428,2008-02-28 11:08:00
73273,add_access,7378,73274,8,33290,36137,33431,34780,6,42121,33283,36136,33285,2009-01-29 08:48:34
43687,add_access,9603,33518,8,33290,33517,9,33430,6,42368,33357,33458,33359,2006-12-28 11:36:56
58474,add_access,10747,33691,8,33290,34793,33289,33430,6,41894,33299,33601,33301,2010-01-18 20:50:08
59840,remove_access,9414,33518,8,33388,34556,9,33430,6,35892,33316,34024,33317,2009-08-25 16:40:00
50556,remove_access,6116,36877,8,33290,40724,33431,33430,6,33475,33416,35971,33418,2010-08-21 22:19:20
63143,add_access,5610,33616,8,34210,35516,33289,33461,6,38150,33416,34207,33418,2009-08-28 06:43:49
66350,add_access,4631,33308,8,33296,33279,33309,11,6,33745,2,3,4,2009-12-23 08:23:39
38839,add_access,9102,38840,8,34210,35516,33431,33423,6,38150,33416,34207,33418,2009-07-02 05:07:29
55902,add_access,3937,55903,8,33290,48624,34576,34613,6,34571,33283,33447,33285,2010-05-12 08:42:10
46671,add_access,6726,46672,8,33844,36556,33309,33930,6,36006,33426,33927,33428,2010-06-15 15:45:24
74268,add_access,7489,74269,8,33290,36151,33431,33291,6,49891,33283,36150,33285,2007-09-25 12:57:25
75215,add_access,9725,75216,8,33296,33294,33431,33389,6,39680,2,3,4,2008-12-16 11:13:03
46193,add_access,10505,35120,8,33422,37315,33431,33863,6,45129,33416,33417,33418,2009-12-15 14:47:24
33728,add_access,8448,33518,8,33290,33731,9,33430,6,33729,2,33730,4,2010-08-31 16:30:22
68283,add_access,11077,36940,8,33290,42268,9,33863,6,49288,33299,33395,33301,2007-04-11 08:14:02
74189,remove_access,10081,74190,8,33904,42245,9,33430,6,59164,2,33730,4,2008-10-15 15:36:41
63218,add_access,9802,33336,8,33269,33307,33275,11,6,34504,2,3,4,2009-11-19 08:42:45
36534,add_access,10440,36535,8,33290,35916,9,33430,6,35915,33316,33385,33317,2010-07-02 13:28:05
77848,add_access,9798,43407,8,33296,33279,33309,11,6,33745,2,3,4,2005-11-04 17:36:33
53245,add_access,11077,36940,8,33290,35835,9,33863,6,42844,33316,33385,33317,2009-05-22 09:47:35
52829,remove_access,9795,52830,8,33290,36964,33326,33291,6,38789,33283,36963,33285,2006-09-11 02:15:38
64844,add_access,7489,64845,34383,33290,47909,33431,34780,6,40876,33283,33885,33285,2009-04-24 11:09:23
56184,add_access,2660,56185,8,33290,34131,33289,33291,6,44559,33283,40171,33285,2008-05-06 11:06:36
54598,add_access,9347,33933,8,33369,33366,33309,33370,6,36470,2,33365,4,2009-05-08 05:34:20
72073,add_access,7784,72074,33777,33290,33775,33326,33291,6,34218,33283,33323,33285,2009-10-23 13:03:36
43984,add_access,3610,43986,8,33290,34412,33289,34780,6,43985,33283,34411,33285,2010-03-19 09:22:08
72090,add_access,11300,72092,8,33313,39436,33431,11,6,72091,2,3,4,2010-01-06 10:33:11
66921,add_access,11132,40783,8,33296,36385,33289,33657,6,41343,2,33730,4,2005-04-04 10:00:43
58945,add_access,10234,33677,8,33290,33787,33289,33678,6,38376,33426,33675,33428,2009-04-03 08:44:05
52845,add_access,7348,33518,8,33290,34134,9,33430,6,35913,33416,33476,33418,2010-08-17 13:49:21
61635,add_access,8557,37578,8,33290,33690,9,33430,6,42632,33416,33689,33418,2010-08-12 15:37:50
48738,add_access,8428,33489,8,33313,33279,33275,11,6,34703,2,3,4,2009-12-29 08:48:30
63545,add_access,1190,33518,8,33290,38378,33289,33430,6,38584,33283,34432,33285,2008-11-11 15:28:27
71060,add_access,3946,36249,8,33904,34016,33431,33430,6,34015,2,33730,4,2009-04-27 16:09:05
54628,add_access,11243,33691,8,33290,33936,9,33430,6,33935,33283,33447,33285,2007-06-15 10:17:45
58649,add_access,11077,34390,8,33296,33438,33309,11,6,41343,2,3,4,2009-08-20 07:36:13
68797,add_access,7089,43407,8,33296,33279,33309,11,6,33508,2,3,4,2008-04-21 12:54:55
37807,add_access,3893,7,8,10,5,33289,11,6,37808,2,3,4,2008-05-06 08:35:17
74453,remove_access,10734,71584,8,33369,41139,33431,33347,6,54274,2,33768,4,2007-07-02 14:34:23
61500,add_access,11336,61501,8,33388,34556,34576,34613,6,43480,33316,34024,33317,2005-07-13 07:53:00
38329,add_access,6301,38332,8,33290,36730,33431,33526,6,38330,33521,38331,33523,2009-10-09 08:38:05
41639,remove_access,7696,33336,8,33313,33279,33275,11,6,36319,2,3,4,2009-12-21 20:43:11
40128,add_access,6726,40129,8,33290,33549,9,33526,6,34786,33521,34787,33523,2009-02-04 17:25:40
58047,remove_access,7683,36877,8,33290,34102,33431,33430,6,40828,33299,33790,33301,2006-05-13 18:16:02
74413,add_access,8311,39453,8,33290,33621,33345,33430,6,42649,33426,33621,33428,2009-02-13 08:46:44
40326,add_access,3510,40328,8,33290,34047,33326,34046,6,40327,34046,34047,34048,2008-11-06 08:43:43
46057,add_access,2664,46058,33288,33290,33286,9,33291,6,44235,33283,33284,33285,2010-06-02 11:55:29
75592,remove_access,6960,40254,8,33290,36928,33326,33526,6,36926,33521,36927,33523,2009-07-07 17:16:16
51481,add_access,5736,51483,51484,33290,34381,33431,33291,6,51482,33283,33584,33285,2010-06-22 15:24:02
68375,add_access,3300,68376,35217,35218,35215,33431,33430,6,43236,33339,35215,33341,2010-03-18 10:47:52
